key	cost	effect_bundle	category	pre_requisite_set
nanu_dynamic_ror_special_elven_enemy_melee_ability_colossal_strike_bonus_vs_large	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_elven_enemy_melee_ability_colossal_strike_bonus_vs_large	weapon	
nanu_dynamic_ror_special_elven_enemy_melee_ability_gorefeast_causes_terror_vs_elves	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_elven_enemy_melee_ability_gorefeast_causes_terror_vs_elves	weapon	
nanu_dynamic_ror_special_elven_enemy_melee_ability_immaculate_charge_glorious_charge	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_elven_enemy_melee_ability_immaculate_charge_glorious_charge	weapon	
nanu_dynamic_ror_special_elven_enemy_melee_ability_miasma_of_dispair	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_elven_enemy_melee_ability_miasma_of_dispair	weapon	
nanu_dynamic_ror_special_elven_enemy_melee_ability_monstrous_strength_bonus_vs_infantry	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_elven_enemy_melee_ability_monstrous_strength_bonus_vs_infantry	weapon	
nanu_dynamic_ror_special_elven_enemy_melee_ability_murderous_charge_glorious_charge	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_elven_enemy_melee_ability_murderous_charge_glorious_charge	weapon	
nanu_dynamic_ror_special_elven_enemy_melee_ability_relentless_assault	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_elven_enemy_melee_ability_relentless_assault	weapon	
nanu_dynamic_ror_special_elven_enemy_melee_ability_resplendent_armour	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_elven_enemy_melee_ability_resplendent_armour	armour	
nanu_dynamic_ror_special_elven_enemy_melee_ability_run_them_down	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_elven_enemy_melee_ability_run_them_down	weapon	
nanu_dynamic_ror_special_elven_enemy_melee_ability_soul_rend	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_elven_enemy_melee_ability_soul_rend	weapon	
nanu_dynamic_ror_special_elven_enemy_melee_ability_unstoppable_charge_glorious_charge	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_elven_enemy_melee_ability_unstoppable_charge_glorious_charge	weapon	
nanu_dynamic_ror_special_elven_enemy_melee_attribute_counter_charge	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_elven_enemy_melee_attribute_counter_charge	weapon	
nanu_dynamic_ror_special_elven_enemy_melee_attribute_flanker_devastating_flanker_strider_vanguard	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_elven_enemy_melee_attribute_flanker_devastating_flanker_strider_vanguard	weapon	
nanu_dynamic_ror_special_elven_enemy_ranged_ability_entrench	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_elven_enemy_ranged_ability_entrench	arrow	
nanu_dynamic_ror_special_elven_enemy_ranged_ability_expert_skirmisher	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_elven_enemy_ranged_ability_expert_skirmisher	arrow	
nanu_dynamic_ror_special_elven_enemy_ranged_ability_expert_skirmisher_contact_shieldbreaker	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_elven_enemy_ranged_ability_expert_skirmisher_contact_shieldbreaker	arrow	
nanu_dynamic_ror_special_elven_enemy_ranged_ability_hawkish_precision	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_elven_enemy_ranged_ability_hawkish_precision	arrow	
nanu_dynamic_ror_special_elven_enemy_ranged_ability_volley_barbed	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_elven_enemy_ranged_ability_volley_barbed	arrow	
nanu_dynamic_ror_special_elven_enemy_ranged_ability_volley_barbed_greater	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_elven_enemy_ranged_ability_volley_barbed_greater	arrow	
nanu_dynamic_ror_special_elven_enemy_ranged_ability_volley_fire_charge	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_elven_enemy_ranged_ability_volley_fire_charge	arrow	
nanu_dynamic_ror_special_elven_enemy_ranged_ability_volley_fire_charge_greater	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_elven_enemy_ranged_ability_volley_fire_charge_greater	arrow	
nanu_dynamic_ror_special_elven_enemy_ranged_ability_volley_ice_shard	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_elven_enemy_ranged_ability_volley_ice_shard	arrow	
nanu_dynamic_ror_special_elven_enemy_ranged_ability_volley_ice_shard_greater	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_elven_enemy_ranged_ability_volley_ice_shard_greater	arrow	
nanu_dynamic_ror_special_elven_enemy_ranged_ability_volley_piercing	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_elven_enemy_ranged_ability_volley_piercing	arrow	
nanu_dynamic_ror_special_elven_enemy_ranged_ability_volley_piercing_greater	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_elven_enemy_ranged_ability_volley_piercing_greater	arrow	
nanu_dynamic_ror_special_elven_enemy_ranged_ammo_type_explosive	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_elven_enemy_ranged_ammo_type_explosive	arrow	
nanu_dynamic_ror_special_elven_enemy_ranged_ammo_type_multi	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_elven_enemy_ranged_ammo_type_multi	arrow	
nanu_dynamic_ror_special_elven_enemy_ranged_contact_shieldbreaker_ammo_type_multi	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_elven_enemy_ranged_contact_shieldbreaker_ammo_type_multi	arrow	
nanu_dynamic_ror_special_empire_ally_melee_ability_courage_in_death	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_empire_ally_melee_ability_courage_in_death	weapon	
nanu_dynamic_ror_special_empire_ally_melee_ability_heroic_charge_bonus_vs_infantry	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_empire_ally_melee_ability_heroic_charge_bonus_vs_infantry	armour	
nanu_dynamic_ror_special_empire_ally_melee_ability_hold_the_line	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_empire_ally_melee_ability_hold_the_line	armour	
nanu_dynamic_ror_special_empire_ally_melee_ability_stand_your_ground	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_empire_ally_melee_ability_stand_your_ground	armour	
nanu_dynamic_ror_special_empire_ally_melee_ability_valiant_war_cry	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_empire_ally_melee_ability_valiant_war_cry	weapon	
nanu_dynamic_ror_special_empire_ally_powder_ability_firing_line	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_empire_ally_powder_ability_firing_line	arrow	
nanu_dynamic_ror_special_empire_enemy_melee_ability_crowfeast_attribute_fear	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_empire_enemy_melee_ability_crowfeast_attribute_fear	weapon	
nanu_dynamic_ror_special_empire_enemy_melee_ability_crush_the_weak_attribute_fear	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_empire_enemy_melee_ability_crush_the_weak_attribute_fear	weapon	
nanu_dynamic_ror_special_empire_enemy_melee_ability_frenzied_charge_attribute_fear	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_empire_enemy_melee_ability_frenzied_charge_attribute_fear	weapon	
nanu_dynamic_ror_special_empire_enemy_melee_ability_relentless_assault	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_empire_enemy_melee_ability_relentless_assault	weapon	
nanu_dynamic_ror_special_empire_enemy_melee_ability_run_them_down	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_empire_enemy_melee_ability_run_them_down	weapon	
nanu_dynamic_ror_special_empire_enemy_powder_ability_entrench	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_empire_enemy_powder_ability_entrench	arrow	
nanu_dynamic_ror_special_empire_enemy_ranged_ability_hawkish_precision	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_empire_enemy_ranged_ability_hawkish_precision	arrow	
nanu_dynamic_ror_special_forces_of_destruction_ally_melee_ability_bloodthirst_attribute_causes_fear	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_ally_melee_ability_bloodthirst_attribute_causes_fear	weapon	
nanu_dynamic_ror_special_forces_of_destruction_ally_melee_ability_crush_the_weak_attribute_causes_fear	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_ally_melee_ability_crush_the_weak_attribute_causes_fear	weapon	
nanu_dynamic_ror_special_forces_of_destruction_ally_melee_ability_deadly_onslaught_attribute_causes_fear	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_ally_melee_ability_deadly_onslaught_attribute_causes_fear	weapon	
nanu_dynamic_ror_special_forces_of_destruction_ally_melee_ability_dread_aversion	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_ally_melee_ability_dread_aversion	weapon	
nanu_dynamic_ror_special_forces_of_destruction_ally_melee_ability_frenzied_charge	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_ally_melee_ability_frenzied_charge	weapon	
nanu_dynamic_ror_special_forces_of_destruction_ally_melee_ability_frenzy_immPsy	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_ally_melee_ability_frenzy_immPsy	weapon	
nanu_dynamic_ror_special_forces_of_destruction_ally_melee_ability_murderous_charge_attribute_causes_fear	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_ally_melee_ability_murderous_charge_attribute_causes_fear	weapon	
nanu_dynamic_ror_special_forces_of_destruction_ally_melee_ability_run_them_down_attribute_causes_fear	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_ally_melee_ability_run_them_down_attribute_causes_fear	weapon	
nanu_dynamic_ror_special_forces_of_destruction_ally_melee_ability_thornmail	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_ally_melee_ability_thornmail	armour	
nanu_dynamic_ror_special_forces_of_destruction_ally_melee_ability_unstoppable_charge_attribute_causes_terror	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_ally_melee_ability_unstoppable_charge_attribute_causes_terror	weapon	
nanu_dynamic_ror_special_forces_of_destruction_ally_melee_ability_violent_war_cry	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_ally_melee_ability_violent_war_cry	weapon	
nanu_dynamic_ror_special_forces_of_destruction_enemy_all_ability_ensorcelled_weapons_arcane_fire_attacks_ammo_type_arcane_fire	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_all_ability_ensorcelled_weapons_arcane_fire_attacks_ammo_type_arcane_fire	weapon	
nanu_dynamic_ror_special_forces_of_destruction_enemy_all_ability_wake_of_fire_flaming_sword_of_rhuin_contact_scorching_arcane_fire_attacks_ammo_type_arcane_fire	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_all_ability_wake_of_fire_flaming_sword_of_rhuin_contact_scorching_arcane_fire_attacks_ammo_type_arcane_fire	weapon	
nanu_dynamic_ror_special_forces_of_destruction_enemy_all_arcane_fire_attacks_ammo_type_arcane_fire	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_all_arcane_fire_attacks_ammo_type_arcane_fire	weapon	
nanu_dynamic_ror_special_forces_of_destruction_enemy_all_contact_blinding_arcane_fire_attacks_ammo_type_arcane_fire	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_all_contact_blinding_arcane_fire_attacks_ammo_type_arcane_fire	weapon	
nanu_dynamic_ror_special_forces_of_destruction_enemy_all_contact_burning_arcane_fire_attacks_ammo_type_arcane_fire	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_all_contact_burning_arcane_fire_attacks_ammo_type_arcane_fire	weapon	
nanu_dynamic_ror_special_forces_of_destruction_enemy_all_contact_scorching_arcane_fire_attacks_ammo_type_arcane_fire	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_all_contact_scorching_arcane_fire_attacks_ammo_type_arcane_fire	weapon	
nanu_dynamic_ror_special_forces_of_destruction_enemy_all_death_explosion_arcane_medium	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_all_death_explosion_arcane_medium	weapon	
nanu_dynamic_ror_special_forces_of_destruction_enemy_all_death_explosion_arcane_medium_magic_attacks_ammo_type_magic	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_all_death_explosion_arcane_medium_magic_attacks_ammo_type_magic	weapon	
nanu_dynamic_ror_special_forces_of_destruction_enemy_all_death_explosion_arcane_small	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_all_death_explosion_arcane_small	weapon	
nanu_dynamic_ror_special_forces_of_destruction_enemy_all_death_explosion_arcane_small_magic_attacks_ammo_type_magic	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_all_death_explosion_arcane_small_magic_attacks_ammo_type_magic	weapon	
nanu_dynamic_ror_special_forces_of_destruction_enemy_all_death_explosion_holy_fire	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_all_death_explosion_holy_fire	weapon	
nanu_dynamic_ror_special_forces_of_destruction_enemy_all_death_explosion_holy_fire_arcane_fire_attacks_ammo_type_arcane_fire	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_all_death_explosion_holy_fire_arcane_fire_attacks_ammo_type_arcane_fire	weapon	
nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_aura_of_purity_encourage	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_aura_of_purity_encourage	armour	
nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_aura_of_warding_attribute_immPsy_encourage	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_aura_of_warding_attribute_immPsy_encourage	armour	
nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_beacon_of_hope_encourage	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_beacon_of_hope_encourage	armour	
nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_blinding_radiance_encourage	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_blinding_radiance_encourage	weapon	
nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_courage_in_death	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_courage_in_death	weapon	
nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_ever_burning_light_contact_blinding	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_ever_burning_light_contact_blinding	weapon	
nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_flame_incarnate_contact_burning_flaming_attacks_ammo_type_flaming	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_flame_incarnate_contact_burning_flaming_attacks_ammo_type_flaming	armour	
nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_flame_incarnate_contact_scorching_flaming_attacks_ammo_type_flaming	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_flame_incarnate_contact_scorching_flaming_attacks_ammo_type_flaming	armour	
nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_flame_incarnate_flaming_attacks_ammo_type_flaming	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_flame_incarnate_flaming_attacks_ammo_type_flaming	armour	
nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_grim_resolve_immPsy	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_grim_resolve_immPsy	armour	
nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_heroic_charge	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_heroic_charge	weapon	
nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_hold_the_line_encourage	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_hold_the_line_encourage	armour	
nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_holy_aura_encourage	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_holy_aura_encourage	armour	
nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_resplendent_armour	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_resplendent_armour	armour	
nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_stand_or_die	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_stand_or_die	armour	
nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_stand_your_ground	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_stand_your_ground	armour	
nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_terrifying_charge_beacon_of_hope	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_terrifying_charge_beacon_of_hope	weapon	
nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_terrifying_charge_blinding_radiance	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_terrifying_charge_blinding_radiance	weapon	
nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_terrifying_charge_dread_aversion	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_terrifying_charge_dread_aversion	weapon	
nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_undaunted_immPsy_encourage	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_undaunted_immPsy_encourage	armour	
nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_undeath_resurgent	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_undeath_resurgent	armour	
nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_valiant_war_cry	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_valiant_war_cry	weapon	
nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_vengeful_war_cry	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_vengeful_war_cry	weapon	
nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_vicious_war_cry	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_vicious_war_cry	weapon	
nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_violent_war_cry	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_ability_violent_war_cry	weapon	
nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_attribute_immPsy_encourage	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_attribute_immPsy_encourage	armour	
nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_attribute_unbreakable	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_melee_attribute_unbreakable	armour	
nanu_dynamic_ror_special_forces_of_destruction_enemy_ranged_ability_volley_arcane_greater_magic_attacks_ammo_type_magic	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_ranged_ability_volley_arcane_greater_magic_attacks_ammo_type_magic	arrow	
nanu_dynamic_ror_special_forces_of_destruction_enemy_ranged_ability_volley_arcane_magic_attacks_ammo_type_magic	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_destruction_enemy_ranged_ability_volley_arcane_magic_attacks_ammo_type_magic	arrow	
nanu_dynamic_ror_special_forces_of_order_enemy_ability_all_aura_of_ensorcelling_flaming_arcane_fire_attacks_ammo_type_arcane_fire	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_order_enemy_ability_all_aura_of_ensorcelling_flaming_arcane_fire_attacks_ammo_type_arcane_fire	weapon	
nanu_dynamic_ror_special_forces_of_order_enemy_ability_all_aura_of_ensorcelling_piercing_magic_attacks_ammo_type_magic	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_order_enemy_ability_all_aura_of_ensorcelling_piercing_magic_attacks_ammo_type_magic	weapon	
nanu_dynamic_ror_special_forces_of_order_enemy_ability_all_aura_of_ensorcelling_poison_contact_magic_attacks_ammo_type_poison	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_order_enemy_ability_all_aura_of_ensorcelling_poison_contact_magic_attacks_ammo_type_poison	weapon	
nanu_dynamic_ror_special_forces_of_order_enemy_ability_all_ensorcelled_weapons_flaming_arcane_fire_attacks_ammo_type_arcane_fire	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_order_enemy_ability_all_ensorcelled_weapons_flaming_arcane_fire_attacks_ammo_type_arcane_fire	weapon	
nanu_dynamic_ror_special_forces_of_order_enemy_ability_all_ensorcelled_weapons_piercing_magic_attacks_ammo_type_magic	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_order_enemy_ability_all_ensorcelled_weapons_piercing_magic_attacks_ammo_type_magic	weapon	
nanu_dynamic_ror_special_forces_of_order_enemy_ability_all_ensorcelled_weapons_poison_contact_magic_attacks_ammo_type_poison	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_order_enemy_ability_all_ensorcelled_weapons_poison_contact_magic_attacks_ammo_type_poison	weapon	
nanu_dynamic_ror_special_forces_of_order_enemy_ability_all_magma_storm	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_order_enemy_ability_all_magma_storm	weapon	
nanu_dynamic_ror_special_forces_of_order_enemy_ability_all_searing_doom	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_order_enemy_ability_all_searing_doom	weapon	
nanu_dynamic_ror_special_forces_of_order_enemy_ability_all_slippery_attribute_stalk_vanguard	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_order_enemy_ability_all_slippery_attribute_stalk_vanguard	weapon	
nanu_dynamic_ror_special_forces_of_order_enemy_ability_all_urannons_thunderbolt	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_order_enemy_ability_all_urannons_thunderbolt	weapon	
nanu_dynamic_ror_special_forces_of_order_enemy_ability_all_wake_of_fire	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_order_enemy_ability_all_wake_of_fire	weapon	
nanu_dynamic_ror_special_forces_of_order_enemy_ability_all_wake_of_fire_contact_burning_flaming_attacks_ammo_type_flaming	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_order_enemy_ability_all_wake_of_fire_contact_burning_flaming_attacks_ammo_type_flaming	weapon	
nanu_dynamic_ror_special_forces_of_order_enemy_ability_all_wake_of_fire_flaming_sword_of_rhuin_contact_burning_flaming_attacks_ammo_type_flaming	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_order_enemy_ability_all_wake_of_fire_flaming_sword_of_rhuin_contact_burning_flaming_attacks_ammo_type_flaming	weapon	
nanu_dynamic_ror_special_forces_of_order_enemy_ability_melee_aura_of_blood	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_order_enemy_ability_melee_aura_of_blood	armour	
nanu_dynamic_ror_special_forces_of_order_enemy_ability_melee_aura_of_rust	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_order_enemy_ability_melee_aura_of_rust	armour	
nanu_dynamic_ror_special_forces_of_order_enemy_ability_melee_bathed_in_blood	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_order_enemy_ability_melee_bathed_in_blood	weapon	
nanu_dynamic_ror_special_forces_of_order_enemy_ability_melee_berserk	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_order_enemy_ability_melee_berserk	weapon	
nanu_dynamic_ror_special_forces_of_order_enemy_ability_melee_berserk_bloodthirsty_rampage	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_order_enemy_ability_melee_berserk_bloodthirsty_rampage	weapon	
nanu_dynamic_ror_special_forces_of_order_enemy_ability_melee_berserk_terrifying_rampage	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_order_enemy_ability_melee_berserk_terrifying_rampage	weapon	
nanu_dynamic_ror_special_forces_of_order_enemy_ability_melee_berserk_unstoppable_rampage	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_forces_of_order_enemy_ability_melee_berserk_unstoppable_rampage	weapon	
